epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,273.784,0.69304,1.75185,1.31486,0.00333,1,0.995,0.86533,0.43681,3.09685,1.19039,0.00052,0.00052,0.00052
2,580.001,0.63504,0.90103,1.23823,0.00333,1,0.94126,0.71766,0.75852,3.1179,1.75118,0.00103901,0.00103901,0.00103901
3,927.205,0.68291,0.83946,1.24597,0.00333,1,0.01449,0.00601,1.33957,3.75731,1.897,0.00153664,0.00153664,0.00153664
4,1332.72,0.70835,0.74262,1.27139,0.83891,0.125,0.1667,0.14103,2.49659,4.24422,3.0725,0.0018812,0.0018812,0.0018812
5,1652.36,0.70145,0.67571,1.26951,0.96896,0.875,0.93808,0.75257,0.81455,2.02925,1.71587,0.0018416,0.0018416,0.0018416
6,1902.44,0.62543,0.56149,1.21286,0.88462,0.75,0.83908,0.44797,0.86913,2.27085,1.51894,0.001802,0.001802,0.001802
7,2190.33,0.62631,0.51604,1.18845,0.26301,0.4,0.16297,0.06676,1.06712,3.40895,1.76615,0.0017624,0.0017624,0.0017624
8,2434.53,0.64021,0.52958,1.19918,1,0.96822,0.995,0.69656,0.49761,1.06153,1.18763,0.0017228,0.0017228,0.0017228
9,2679.46,0.5838,0.47003,1.17537,0.99182,1,0.995,0.85757,0.71971,1.00277,1.4875,0.0016832,0.0016832,0.0016832
10,2918.32,0.58224,0.47538,1.18854,0.55194,0.625,0.58644,0.31779,2.04357,1.82319,2.34362,0.0016436,0.0016436,0.0016436
11,3168.49,0.54095,0.44137,1.15671,0.99424,1,0.995,0.72586,0.62008,1.25611,1.33421,0.001604,0.001604,0.001604
12,3416.75,0.54195,0.42611,1.15056,0.99242,1,0.995,0.52814,1.03572,1.00189,1.94739,0.0015644,0.0015644,0.0015644
13,3679.18,0.53861,0.42625,1.14222,0.99407,1,0.995,0.84071,0.67588,0.94745,1.53613,0.0015248,0.0015248,0.0015248
14,3986.22,0.51872,0.38991,1.1378,0.99849,1,0.995,0.83483,0.67372,0.36613,1.39521,0.0014852,0.0014852,0.0014852
15,4250.05,0.52584,0.38224,1.11325,0.79862,0.925,0.91476,0.3605,1.71842,2.05404,2.11642,0.0014456,0.0014456,0.0014456
16,4556.86,0.50811,0.38392,1.10982,0.99832,1,0.995,0.92769,0.35456,0.32496,1.02518,0.001406,0.001406,0.001406
17,4832.21,0.47931,0.3601,1.11047,0.99866,1,0.995,0.94138,0.29767,0.22082,0.94808,0.0013664,0.0013664,0.0013664
18,5117.39,0.4628,0.35615,1.08202,0.99861,1,0.995,0.97786,0.30451,0.26421,0.9626,0.0013268,0.0013268,0.0013268
19,5385.33,0.45883,0.33831,1.10006,0.9986,1,0.995,0.94501,0.34829,0.2609,1.00248,0.0012872,0.0012872,0.0012872
20,5686.02,0.44263,0.33892,1.07218,0.9983,1,0.995,0.74243,0.67092,0.47413,1.34502,0.0012476,0.0012476,0.0012476
21,5999.4,0.45247,0.33024,1.08139,0.99859,1,0.995,0.92964,0.31313,0.30728,0.96509,0.001208,0.001208,0.001208
22,6271.24,0.44735,0.33487,1.06803,0.99856,1,0.995,0.90828,0.50568,0.35461,1.24628,0.0011684,0.0011684,0.0011684
23,6539.74,0.48076,0.33519,1.08898,0.99789,1,0.995,0.91286,0.40713,0.29746,1.07251,0.0011288,0.0011288,0.0011288
24,6836.43,0.46909,0.32205,1.09301,0.99811,1,0.995,0.96056,0.2469,0.27981,0.88736,0.0010892,0.0010892,0.0010892
25,7103.21,0.43192,0.31451,1.06868,0.99867,1,0.995,0.98324,0.25026,0.20965,0.89154,0.0010496,0.0010496,0.0010496
26,7369.68,0.41964,0.30742,1.06199,0.99869,1,0.995,0.92343,0.35438,0.23101,1.03279,0.00101,0.00101,0.00101
27,7652.39,0.39652,0.29431,1.04324,0.99865,1,0.995,0.9691,0.28906,0.21341,0.92192,0.0009704,0.0009704,0.0009704
28,7921.19,0.38998,0.2943,1.0454,0.99868,1,0.995,0.92889,0.3623,0.24028,1.01306,0.0009308,0.0009308,0.0009308
29,8199.25,0.37625,0.28896,1.02743,0.99867,1,0.995,0.95092,0.32762,0.25905,0.99792,0.0008912,0.0008912,0.0008912
30,8484.84,0.37212,0.28179,1.02681,0.9987,1,0.995,0.90803,0.43633,0.33599,1.06683,0.0008516,0.0008516,0.0008516
31,8728.56,0.36035,0.26661,1.01283,0.99867,1,0.995,0.94227,0.3088,0.21927,0.95537,0.000812,0.000812,0.000812
32,8991.57,0.35717,0.27616,1.00976,0.99865,1,0.995,0.95068,0.3004,0.21939,0.92212,0.0007724,0.0007724,0.0007724
33,9253.77,0.33839,0.25911,1.00758,0.99873,1,0.995,0.97537,0.23914,0.18429,0.87294,0.0007328,0.0007328,0.0007328
34,9574.76,0.34631,0.26077,1.01056,0.99867,1,0.995,0.94173,0.30918,0.2313,0.9719,0.0006932,0.0006932,0.0006932
35,9826.5,0.32594,0.24803,0.99361,0.99873,1,0.995,0.95831,0.28634,0.2235,0.92116,0.0006536,0.0006536,0.0006536
36,10157.8,0.34869,0.25403,1.01454,0.99868,1,0.995,0.95233,0.24935,0.1963,0.88725,0.000614,0.000614,0.000614
37,10448.3,0.34015,0.26216,1.00145,0.99871,1,0.995,0.95469,0.32311,0.22906,0.96359,0.0005744,0.0005744,0.0005744
38,10694.3,0.32375,0.24627,1.00345,0.9987,1,0.995,0.95274,0.25835,0.18971,0.91267,0.0005348,0.0005348,0.0005348
39,10951.8,0.32445,0.25405,0.98678,0.9987,1,0.995,0.95836,0.27982,0.24875,0.9063,0.0004952,0.0004952,0.0004952
40,11237.4,0.32477,0.24972,0.99855,0.99867,1,0.995,0.95395,0.27855,0.15716,0.94471,0.0004556,0.0004556,0.0004556
41,11483.2,0.22568,0.21639,0.97483,0.99866,1,0.995,0.96472,0.2515,0.18149,0.88936,0.000416,0.000416,0.000416
42,11727.8,0.20583,0.17159,0.94291,0.9987,1,0.995,0.94459,0.21521,0.17365,0.88533,0.0003764,0.0003764,0.0003764
43,12005.9,0.21581,0.17558,0.9678,0.99865,1,0.995,0.94817,0.23656,0.20192,0.91635,0.0003368,0.0003368,0.0003368
44,12247.2,0.21742,0.17335,0.97359,0.99866,1,0.995,0.93307,0.30147,0.30738,0.97459,0.0002972,0.0002972,0.0002972
45,12483.7,0.20181,0.16482,0.96644,0.99868,1,0.995,0.95527,0.24118,0.20959,0.90436,0.0002576,0.0002576,0.0002576
46,12756,0.1872,0.15511,0.93565,0.99872,1,0.995,0.95414,0.24396,0.19582,0.90173,0.000218,0.000218,0.000218
47,13014,0.18512,0.15069,0.92876,0.9987,1,0.995,0.95544,0.21436,0.19546,0.87466,0.0001784,0.0001784,0.0001784
48,13296.2,0.18587,0.14602,0.94606,0.99872,1,0.995,0.96189,0.2835,0.22461,0.92478,0.0001388,0.0001388,0.0001388
49,13543.3,0.16546,0.13579,0.9294,0.99872,1,0.995,0.95889,0.22447,0.18714,0.8774,9.92e-05,9.92e-05,9.92e-05
50,13831.7,0.17233,0.13668,0.93697,0.99871,1,0.995,0.96773,0.22465,0.17059,0.87747,5.96e-05,5.96e-05,5.96e-05
